POSITION,GROUP,LEVEL,FIELD,TIME,CONTRACTOR,CONTRACTOR TYPE,OWNER,LABOR TYPE,UNION NUMBER,WAGE TYPE,BUILDING TYPE,CITY,STATE,DATE,TYPE,BILL RATE,BASE,FICA,FUTA,SUTA,WORK COMP,LIABILITY INS,TAX/INS,FRINGE BENEFITS,PER DIEM,SMALL TOOLS,OT,G&A (OH),PROFIT
PURCHASING,,,PLUMBERS-PIPEFITTERS-STEAMFITTERS-SPRINKLER INSTALLERS,OT,SUPERIOR AUTOMATIC SPRINKLER,SUB,,UNION,,BURDENED,,FREMONT,CA,,SUPERVISION,,66.0,4.14,0.05,0.21,3.22,1.55,3.3600000000000003,13.57,,,,13.82,10.59
PURCHASING,,,PLUMBERS-PIPEFITTERS-STEAMFITTERS-SPRINKLER INSTALLERS,REG,SUPERIOR AUTOMATIC SPRINKLER,SUB,,UNION,,BURDENED,,FREMONT,CA,,SUPERVISION,,44.0,3.37,0.05,0.21,3.22,1.55,3.22,13.57,,,,10.38,7.96
PURCHASING,,,,REG,,GC/CM,,GC PM,,,,,,2022-01-01,SUPERVISION,,73.0,,,,,,,,,,,,
PURCHASING,,,,REG,TORCON,GC/CM,,GC PM,,,,NEWARK,NJ,2014-01-01,SUPERVISION,,106.73,,,,,,,,,,,,
PURCHASING,,ASSISTANT,,REG,TORCON,GC/CM,,GC PM,,,,NEWARK,NJ,2014-01-01,SUPERVISION,,57.47,,,,,,,,,,,,
QC,,MANAGER,,REG,HOFFMAN,GC/CM,AMAT,GC PM,,BURDENED,SEMICONDUCTOR,SUNNYVALE,CA,2022-01-01,SUPERVISION,,,,,,,,,,,,,,
QC,,MANAGER,,REG,HOFFMAN,GC/CM,AMAT,GC PM,,BURDENED,SEMICONDUCTOR,SUNNYVALE,CA,2023-01-01,SUPERVISION,,,,,,,,,,,,,,
QC,,MANAGER,,REG,HOFFMAN,GC/CM,AMAT,GC PM,,BURDENED,SEMICONDUCTOR,SUNNYVALE,CA,2024-01-01,SUPERVISION,,,,,,,,,,,,,,
QC,,MANAGER,,REG,HOFFMAN,GC/CM,AMAT,GC PM,,BURDENED,SEMICONDUCTOR,SUNNYVALE,CA,2025-01-01,SUPERVISION,,,,,,,,,,,,,,
QC,,,COMMISSIONING,REG,AWS CONSTRUCTION,GC/CM,AMAZON,GC PM,,,DATA CENTER,VA,VA,2021-01-01,SUPERVISION,,646.34,,,,,,,,,,,,
QC,,MANAGER,,REG,RAYCO,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,SUPERVISION,,47.57,,,,,,,,,,,,
QC,,MANAGER,,REG,RAYCO,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,SUPERVISION,,59.33,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,2T,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2023-06-01,SUPERVISION,,130.16,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,2T,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2022-06-01,SUPERVISION,,126.37,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,2T,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2021-06-01,SUPERVISION,,122.69,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,2T,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2020-06-01,SUPERVISION,,119.7,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,OT,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2023-06-01,SUPERVISION,,102.15,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,OT,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2022-06-01,SUPERVISION,,99.18,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,OT,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2021-06-01,SUPERVISION,,96.29,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,OT,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2020-06-01,SUPERVISION,,93.94,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,REG,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2023-06-01,SUPERVISION,,74.15,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,REG,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2022-06-01,SUPERVISION,,71.99,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,REG,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2021-06-01,SUPERVISION,,69.89,,,,,,,,,,,,
QC,2-FOREMAN,,MECHANICAL,REG,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2020-06-01,SUPERVISION,,68.19,,,,,,,,,,,,
QC,3-JOURNEY,,ELECTRICAL,OT,MILLER-LIGHTHOUSE,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2019-01-01,SUPERVISION,,86.85,,,,,,,,,,,,
QC,3-JOURNEY,,ELECTRICAL,REG,MILLER-LIGHTHOUSE,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2019-01-01,SUPERVISION,,63.94,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,2T,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2023-06-01,SUPERVISION,,114.87,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,2T,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2022-06-01,SUPERVISION,,111.52,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,2T,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2021-06-01,SUPERVISION,,108.28,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,2T,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2020-06-01,SUPERVISION,,105.63,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,OT,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2023-06-01,SUPERVISION,,89.08,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,OT,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2022-06-01,SUPERVISION,,86.48,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,OT,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2021-06-01,SUPERVISION,,83.96,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,OT,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2020-06-01,SUPERVISION,,81.92,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,REG,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2023-06-01,SUPERVISION,,63.28,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,REG,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2022-06-01,SUPERVISION,,61.44,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,REG,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2021-06-01,SUPERVISION,,59.65,,,,,,,,,,,,
QC,3-JOURNEY,,MECHANICAL,REG,COLONIALWEBB,SUB,FACEBOOK,UNION,,BURDENED,DATA CENTER,RICHMOND,VA,2020-06-01,SUPERVISION,,58.2,,,,,,,,,,,,
QC,,MANAGER,,REG,TURNER CONSTRUCTION,GC/CM,FACEBOOK,GC PM,,BURDENED,DATA CENTER,ALTOONA,IA,2016-01-01,SUPERVISION,,108.0,,,,,,,,,,,,
QC,,MANAGER,,2T,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,SUPERVISION,,80.0,4.96,0.64,6.48,1.288,,1.1600000000000001,4.97,,,,,
QC,,MANAGER,,OT,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,SUPERVISION,,60.0,3.7199999999999998,0.48,4.86,0.966,,0.87,4.97,,,,,
QC,,MANAGER,,REG,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,SUPERVISION,,40.0,2.48,0.32,3.24,0.644,,0.5800000000000001,4.97,,,,,
QC,,,FIELD,2T,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,SUPERVISION,,60.0,3.7199999999999998,0.48,4.86,0.966,,0.87,4.13,,,,,
QC,,,FIELD,OT,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,SUPERVISION,,45.0,2.79,0.36,3.645,0.7245,,0.6525000000000001,4.13,,,,,
QC,,,FIELD,REG,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,SUPERVISION,,30.0,1.8599999999999999,0.24,2.43,0.483,,0.435,4.13,,,,,
QC,,MANAGER,,REG,BNB,GC/CM,GOOGLE,GC PM,,BURDENED,OFFICE-COMMERCIAL,SEATTLE,WA,2020-01-01,SUPERVISION,,110.0,,,,,,,,,,,,
QC,,MANAGER,,REG,BNB,GC/CM,GOOGLE,GC PM,,BURDENED,OFFICE-COMMERCIAL,SEATTLE,WA,2021-01-01,SUPERVISION,,114.4,,,,,,,,,,,,
QC,,MANAGER,,REG,BNB,GC/CM,GOOGLE,GC PM,,BURDENED,OFFICE-COMMERCIAL,SEATTLE,WA,2022-01-01,SUPERVISION,,118.97600000000001,,,,,,,,,,,,
QC,,MANAGER,,REG,BNB,GC/CM,GOOGLE,GC PM,,BURDENED,OFFICE-COMMERCIAL,SEATTLE,WA,2023-01-01,SUPERVISION,,123.14016000000001,,,,,,,,,,,,
QC,,,ELECTRICAL,OT,PRISM ELECTRIC-INC,SUB,GOOGLE,GC PM,,BURDENED,OFFICE-COMMERCIAL,AUSTIN,TX,2022-03-28,SUPERVISION,,97.64,6.05368,,,0.468672,,10.467008,19.098384,,,,,
QC,,,ELECTRICAL,REG,PRISM ELECTRIC-INC,SUB,GOOGLE,GC PM,,BURDENED,OFFICE-COMMERCIAL,AUSTIN,TX,2022-03-28,SUPERVISION,,65.09,4.04,0.05,0.49,0.31,,6.98,12.729999999999999,,,,,
QC,,,,2T,CANNON & WENDT ELECTRIC CO.,SUB,IRON MOUNTAIN,GC PM,,,DATA CENTER,PHOENIX,AZ,2021-06-01,SUPERVISION,,118.87,,,,,,,,,,,,
QC,,,,2T,CANNON & WENDT ELECTRIC CO.,SUB,IRON MOUNTAIN,GC PM,,,DATA CENTER,PHOENIX,AZ,2021-06-01,SUPERVISION,,117.63,,,,,,,,,,,,
QC,,,,OT,CANNON & WENDT ELECTRIC CO.,SUB,IRON MOUNTAIN,GC PM,,,DATA CENTER,PHOENIX,AZ,2021-06-01,SUPERVISION,,94.85,,,,,,,,,,,,
QC,,,,OT,CANNON & WENDT ELECTRIC CO.,SUB,IRON MOUNTAIN,GC PM,,,DATA CENTER,PHOENIX,AZ,2021-06-01,SUPERVISION,,93.61,,,,,,,,,,,,
QC,,,,REG,CANNON & WENDT ELECTRIC CO.,SUB,IRON MOUNTAIN,GC PM,,,DATA CENTER,PHOENIX,AZ,2021-06-01,SUPERVISION,,69.88,,,,,,,,,,,,
QC,,,,REG,CANNON & WENDT ELECTRIC CO.,SUB,IRON MOUNTAIN,GC PM,,,DATA CENTER,PHOENIX,AZ,2021-06-01,SUPERVISION,,68.64,,,,,,,,,,,,
QC,,,,REG,GORDON PRILL-INC,,LAM RESEARCH PROJECT,GC PM,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-15,SUPERVISION,,153.0,,,,,,,,,,,,
QC,,,,REG,STANTEC CONSULTING SERVICES-INC.,,MERCK,UNION,,,MANUFACTURING-PHARMA,SYRACUSE,NY,2016-01-01,SUPERVISION,,197.0,,,,,,,,,,,,
QC,,,FIELD,REG,LECHASE CONSTRUCTION,,MERCK,UNION,,,MANUFACTURING-PHARMA,SYRACUSE,NY,2016-01-01,SUPERVISION,,85.0,,,,,,,,,,,,
QC,,INTERN,,REG,PCI,GC/CM,META,GC PM,,,DATA CENTER,,,2021-01-01,SUPERVISION,,51.0,,,,,,,,,,,,
QC,,LEAD,CSA,REG,DKL,GC/CM,META,GC PM,,,DATA CENTER,,,2021-01-01,SUPERVISION,,158.62,,,,,,,,,,,,
QC,,LEAD,ELECTRICAL,REG,KND,GC/CM,META,GC PM,,,DATA CENTER,,,2022-01-01,SUPERVISION,,149.0,,,,,,,,,,,,
QC,,LEAD,,REG,DKL,GC/CM,META,GC PM,,,DATA CENTER,,,2021-01-01,SUPERVISION,,158.62,,,,,,,,,,,,
QC,,LEAD,MECHANICAL,REG,KND,GC/CM,META,GC PM,,,DATA CENTER,,,2022-01-01,SUPERVISION,,149.0,,,,,,,,,,,,
QC,,LEAD,,REG,DKL,GC/CM,META,GC PM,,,DATA CENTER,,,2023-01-01,SUPERVISION,,176.30640643852973,,,,,,,,,,,,
QC,,LEAD,,REG,MCA,GC/CM,META,GC PM,,,DATA CENTER,,,2023-01-01,SUPERVISION,,196.23884177135395,,,,,,,,,,,,
QC,,LEAD,,REG,PCI,GC/CM,META,GC PM,,,DATA CENTER,,,2023-01-01,SUPERVISION,,88.94014683246868,,,,,,,,,,,,
QC,,MANAGER,,REG,CPP,GC/CM,META,GC PM,,,,,GA,2021-01-01,SUPERVISION,,99.82,,,,,,,,,,,,
QC,,MANAGER,,REG,CST,GC/CM,META,GC PM,,,,,IL,2022-01-01,SUPERVISION,,116.32,,,,,,,,,,,,
QC,,MANAGER,,REG,PCI,GC/CM,META,GC PM,,,DATA CENTER,,,2021-01-01,SUPERVISION,,81.0,,,,,,,,,,,,
QC,,MANAGER,,REG,TSG,GC/CM,META,GC PM,,,,,AL,2021-01-01,SUPERVISION,,80.0,,,,,,,,,,,,
QC,,MANAGER,,REG,KND,GC/CM,META,GC PM,,,DATA CENTER,,,2022-01-01,SUPERVISION,,208.0,,,,,,,,,,,,
QC,,MANAGER,,REG,KND,GC/CM,META,GC PM,,,DATA CENTER,,,2022-01-01,SUPERVISION,,227.0,,,,,,,,,,,,
QC,,SENIOR,,REG,MCA,GC/CM,META,GC PM,,,DATA CENTER,,,2021-01-01,SUPERVISION,,129.64,,,,,,,,,,,,
QC,,SENIOR,,REG,MCA,GC/CM,META,GC PM,,,DATA CENTER,,,2021-01-01,SUPERVISION,,90.66,,,,,,,,,,,,
QC,,SENIOR MANAGER,,REG,MCA,GC/CM,META,GC PM,,,DATA CENTER,,,2021-01-01,SUPERVISION,,182.39,,,,,,,,,,,,
QC,,SENIOR MANAGER,,REG,ROSENDIN ELECTRIC-INC.,SUB,META,GC PM,,,,,,2022-01-01,SUPERVISION,,162.0,,,,,,,,,,,,
QC,,SENIOR MANAGER,,REG,DKL,GC/CM,META,GC PM,,,DATA CENTER,,,2021-01-01,SUPERVISION,,158.62,,,,,,,,,,,,
QC,,SENIOR MANAGER,,REG,DKL,GC/CM,META,GC PM,,,DATA CENTER,,,2023-01-01,SUPERVISION,,176.30640643852973,,,,,,,,,,,,
QC,,,FIELD,REG,KND,GC/CM,META,GC PM,,,DATA CENTER,,,2022-01-01,SUPERVISION,,149.0,,,,,,,,,,,,
QC,,,,REG,SK ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,250.0,,,,,,,,,,,,
QC,,,,OT,SK ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,375.0,,,,,,,,,,,,
QC,,,,2T,SK ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,500.0,,,,,,,,,,,,
QC,,,,REG,TEI ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,63.0,,,,,,,,,,,,
QC,,,,OT,TEI ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,94.5,,,,,,,,,,,,
QC,,,,2T,TEI ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,126.0,,,,,,,,,,,,
QC,,,,REG,JMEG ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,79.63,,,,,,,,,,,,
QC,,,,OT,JMEG ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,107.35,,,,,,,,,,,,
QC,,,,2T,JMEG ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,107.35,,,,,,,,,,,,
QC,,,,REG,CEC ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,85.0,,,,,,,,,,,,
QC,,,,OT,CEC ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,127.5,,,,,,,,,,,,
QC,,,,2T,CEC ELECTRIC,SUB,SAMSUNG E&C AMERICA,GC PM,,BURDENED,SEMICONDUCTOR,TAYLOR,TX,2023-01-01,SUPERVISION,,170.0,,,,,,,,,,,,
QC,,MANAGER,,REG,TURNER CONSTRUCTION COMPANY,GC/CM,SIDECAT LLC,GC PM,,,DATA CENTER,NEW ALBANY,OH,2018-05-10,SUPERVISION,,,,,,,,,,,,,,
QC,,ASSISTANT,,REG,HENSEL PHELPS,GC/CM,TESLA,OPEN SHOP,,BURDENED,MANUFACTURING-AUTOMOTIVE,AUSTIN,TX,2020-08-07,SUPERVISION,,39.38152656781861,3.0126867824381236,0.23628915940691167,1.106620896555703,,,,18.513817573414872,,,,1.307269760572319,1.8177274766053193
QC,,MANAGER,,REG,CADENCE MCSHANE CONSTRUCTION LLC,GC/CM,TESLA,OPEN SHOP,,BURDENED,MANUFACTURING-AUTOMOTIVE,AUSTIN,TX,2020-08-07,SUPERVISION,,60.1,3.73,0.13,2.04,1.4423076923076923,0.0,0.0,45.1875,,0.0,0.0,5.63,11.83
QC,,MANAGER,,REG,HENSEL PHELPS,GC/CM,TESLA,OPEN SHOP,,BURDENED,MANUFACTURING-AUTOMOTIVE,AUSTIN,TX,2020-08-07,SUPERVISION,,51.72214850285582,3.9567443604684702,0.31033289101713496,1.4533923729302487,,,,59.37806496278774,,,,2.453234344891248,3.4111639462297356
QC,,MANAGER,,REG,YATES CONSTRUCTION,GC/CM,TESLA,OPEN SHOP,,BURDENED,MANUFACTURING-AUTOMOTIVE,AUSTIN,TX,2020-08-07,SUPERVISION,,65.0,4.9725,0.39,0.5525,,,,16.978,,,,2.6,2.6
QC,,SENIOR SUPERVISOR,,OT,,GC/CM,TESLA,GC PM,,,,CORPUS CHRISTI,TX,2023-01-01,SUPERVISION,,56.0,4.28,0.34,1.12,,,,,,,,8.4,2.8
QC,,SENIOR SUPERVISOR,,OT,,GC/CM,TESLA,GC PM,,,,CORPUS CHRISTI,TX,2023-01-01,SUPERVISION,,56.0,4.28,0.34,1.12,,,,,,,,8.4,2.8
QC,,SUPERVISOR,,OT,,GC/CM,TESLA,GC PM,,,,CORPUS CHRISTI,TX,2023-01-01,SUPERVISION,,45.0,3.44,0.27,0.9,,,,,,,,6.75,2.25
QC,,SUPERVISOR,,OT,,GC/CM,TESLA,GC PM,,,,CORPUS CHRISTI,TX,2023-01-01,SUPERVISION,,45.0,3.44,0.27,0.9,,,,,,,,6.75,2.25
QC,,,,OT,,GC/CM,TESLA,GC PM,,,,CORPUS CHRISTI,TX,2023-01-01,SUPERVISION,,40.0,3.06,0.24,0.8,,,,,,,,6.0,2.0
QC,,,,OT,,GC/CM,TESLA,GC PM,,,,CORPUS CHRISTI,TX,2023-01-01,SUPERVISION,,40.0,3.06,0.24,0.8,,,,,,,,6.0,2.0
QC,,MANAGER,,REG,ISEC,SUB,TSMC,GC PM,,BURDENED,MANUFACTURING,PHOENIX,AZ,2023-01-01,SUPERVISION,,77.5,,,,,,,,,,,,
QC,,,,REG,ROLLING PLAINS,SUB,TSMC,GC PM,,BURDENED,MANUFACTURING,PHOENIX,AZ,2023-01-01,SUPERVISION,,72.68,,,,,,,,,,,,
QC,,,,REG,ROLLING PLAINS,SUB,TSMC,GC PM,,BURDENED,MANUFACTURING,PHOENIX,AZ,2023-01-01,SUPERVISION,,69.37,,,,,,,,,,,,
QC,,SUPERVISOR,ELECTRICAL,REG,EC ELECTRIC,SUB,,GC PM,,BURDENED,,KENNEWICK,WA,2023-06-14,SUPERVISION,,120.25,,,,,,,,,,,,
QC,,SUPERVISOR,ELECTRICAL,REG,EC ELECTRIC,SUB,,GC PM,,,,OREGON,WA,2023-05-02,SUPERVISION,,120.25,,,,,,,,,,,,
QC,,SUPERVISOR,,REG,,,,,,,,,,,,,120.25,,,,,,,,,,,,
QC,,SUPERVISOR,,REG,EC ELECTRIC,,,GC PM,,BURDENED,,PORTLAND,OR,2023-05-02,SUPERVISION,,120.25,,,,,,,,,,,,
QC,,,,REG,,GC/CM,,GC PM,,,,,,2022-01-01,SUPERVISION,,79.38,,,,,,,,,,,,
QC,,,ELECTRICAL,REG,HOLDER,GC/CM,IRON MOUNTAIN,UNKNOWN,,BURDENED,DATA CENTER,PHOENIX,AZ,2022-06-01,SUPERVISION,,,,,,,,,,,,,,
QC,,MANAGER,,REG,PARSONS GOVERNMENT SERVICES INTERNATIONAL INC.,GC/CM,LEIDOS INNOVATIONS CORPORATION,GC PM,,BURDENED,LAB/RESEARCH,ANTARTICA,ANTARTICA,2024-02-02,SUPERVISION,,,,,,,,,,,,,,
RIGGING,1-GENERAL FOREMAN,,,REG,MASTHEAD,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01,TRADE,,37.0,2.29,0.3,1.48,2.22,0.37,0.54,4.0,,1.11,2.89,7.1610000000000005,0.65
RIGGING,2-FOREMAN,,,REG,MASTHEAD,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01,TRADE,,34.5,2.14,0.28,1.38,2.07,0.35,0.5,4.0,,1.04,2.69,6.725999999999999,0.65
RIGGING,3-JOURNEY,,,REG,MASTHEAD,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01,TRADE,,32.0,1.98,0.26,1.28,1.92,0.32,0.46,4.0,,0.96,2.49350000000001,6.286499999999999,0.65
RIGGING,4-APPRENTICE,,,REG,MASTHEAD,SUB,TSMC,,,,SEMICONDUCTOR,PHOENIX,AZ,2023-01-01,TRADE,,24.0,1.49,0.19,0.96,1.44,0.24,0.35,4.0,,0.72,1.87,4.89,0.65
ROOFER,1-GENERAL FOREMAN,,,REG,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,105.93,,,,,,,,,,,,
ROOFER,1-GENERAL FOREMAN,,,OT,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,140.33,,,,,,,,,,,,
ROOFER,1-GENERAL FOREMAN,,,2T,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,178.61,,,,,,,,,,,,
ROOFER,2-FOREMAN,,,REG,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,105.11,,,,,,,,,,,,
ROOFER,2-FOREMAN,,,OT,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,137.28,,,,,,,,,,,,
ROOFER,2-FOREMAN,,,2T,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,172.5,,,,,,,,,,,,
ROOFER,3-JOURNEY,,,REG,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,82.1,,,,,,,,,,,,
ROOFER,3-JOURNEY,,,OT,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,108.78,,,,,,,,,,,,
ROOFER,3-JOURNEY,,,2T,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,134.66,,,,,,,,,,,,
ROOFER,4-APPRENTICE,,,REG,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,69.03,,,,,,,,,,,,
ROOFER,4-APPRENTICE,,,OT,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,87.28,,,,,,,,,,,,
ROOFER,4-APPRENTICE,,,2T,FLYNN BEC LP,SUB,AWS,UNION,,BURDENED,OTHER,PORTLAND,WA,2023-04-14,TRADE,,109.38,,,,,,,,,,,,
ROOFER,1-GENERAL FOREMAN,,,,PORTER ROOFING,,FACEBOOK,,,,DATA CENTER,GALLATIN,TN,2020-08-01,TRADE,,110.0,,,,,,,,,,,,
ROOFER,2-FOREMAN,,,,PORTER ROOFING,,FACEBOOK,,,,DATA CENTER,GALLATIN,TN,2020-08-01,TRADE,,85.0,,,,,,,,,,,,
ROOFER,3-JOURNEY,,,,PORTER ROOFING,,FACEBOOK,,,,DATA CENTER,GALLATIN,TN,2020-08-01,TRADE,,65.0,,,,,,,,,,,,
ROOFER,4-APPRENTICE,,,,PORTER ROOFING,,FACEBOOK,,,,DATA CENTER,GALLATIN,TN,2020-08-01,TRADE,,50.0,,,,,,,,,,,,
ROOFER,2-FOREMAN,,,OT,PROGRESSIVE SERVICES,SUB,IRON MOUNTAIN,UNION,,BURDENED,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,116.37,,,,,,,,,,,,
ROOFER,2-FOREMAN,,,REG,PROGRESSIVE SERVICES,SUB,IRON MOUNTAIN,UNION,,BURDENED,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,77.32,,,,,,,,,,,,
