POSITION,GROUP,LEVEL,FIELD,TIME,CONTRACTOR,CONTRACTOR TYPE,OWNER,LABOR TYPE,UNION NUMBER,WAGE TYPE,BUILDING TYPE,CITY,STATE,DATE,TYPE,BILL RATE,BASE,FICA,FUTA,SUTA,WORK COMP,LIABILITY INS,TAX/INS,FRINGE BENEFITS,PER DIEM,SMALL TOOLS,OT,G&A (OH),PROFIT
CARPET AND LINOLEUM LAYERS,4-APPRENTICE,,,REG,R.E. CUDDIE CO,,GOOGLE,UNION,,,OFFICE-COMMERCIAL,SAN JOSE,CA,2019-02-28,TRADE,,43.74,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,2-FOREMAN,,,REG,AK&J SEALANTS,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,85.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,2-FOREMAN,,,REG,CREATIVE DESIGN FLOORING-INC.,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,65.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,2-FOREMAN,,,REG,ENVISION FLOORING LLC,SUB,IRON MOUNTAIN,OPEN SHOP,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,25.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,REG,AK&J SEALANTS,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,65.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,REG,CREATIVE DESIGN FLOORING-INC.,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,64.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,REG,ENVISION FLOORING LLC,SUB,IRON MOUNTAIN,OPEN SHOP,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,20.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,REG,AK&J SEALANTS,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,56.5,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,REG,CREATIVE DESIGN FLOORING-INC.,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,45.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,REG,ENVISION FLOORING LLC,SUB,IRON MOUNTAIN,OPEN SHOP,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,17.5,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,,,,REG,OAKRIDGE INDUSTRIES,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-20,TRADE,,129.56,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,,,,OT,OAKRIDGE INDUSTRIES,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-20,TRADE,,153.59,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,,,,REG,DSB+,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2024-01-01,TRADE,,125.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,,,,OT,DSB+,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2024-01-01,TRADE,,159.75,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,2T,HOEM & ASSOCIATES INC,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,240.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,OT,HOEM & ASSOCIATES INC,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,205.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,REG,HOEM & ASSOCIATES INC,,,UNKNOWN,,,,SAN FRANCISCO,CA,,TRADE,,136.0,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,2-FOREMAN,,,REG,HOLDER,GC/CM,IRON MOUNTAIN,UNKNOWN,,BURDENED,DATA CENTER,PHOENIX,AZ,2022-06-01,TRADE,,,,,,,,,,,,,,
CARPET AND LINOLEUM LAYERS,3-JOURNEY,,,REG,HOLDER,GC/CM,IRON MOUNTAIN,UNKNOWN,,BURDENED,DATA CENTER,PHOENIX,AZ,2022-06-01,TRADE,,,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,THOMPSON CONCRETE CONSTRUCTION-LTD,SUB,AWS,UNION,,BURDENED,DATA CENTER,COLUMBUS,OH,2023-06-30,TRADE,,75.68,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,OT,THOMPSON CONCRETE CONSTRUCTION-LTD,SUB,AWS,UNION,,BURDENED,DATA CENTER,COLUMBUS,OH,2023-06-30,TRADE,,97.03,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,2T,THOMPSON CONCRETE CONSTRUCTION-LTD,SUB,AWS,UNION,,BURDENED,DATA CENTER,COLUMBUS,OH,2023-06-30,TRADE,,118.38,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,THOMPSON CONCRETE CONSTRUCTION-LTD,SUB,AWS,UNION,,BURDENED,DATA CENTER,COLUMBUS,OH,2023-06-30,TRADE,,72.4,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,THOMPSON CONCRETE CONSTRUCTION-LTD,SUB,AWS,UNION,,BURDENED,DATA CENTER,COLUMBUS,OH,2023-06-30,TRADE,,92.11,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,THOMPSON CONCRETE CONSTRUCTION-LTD,SUB,AWS,UNION,,BURDENED,DATA CENTER,COLUMBUS,OH,2023-06-30,TRADE,,111.82,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,2T,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,148.23,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,OT,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,116.72,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,85.2,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,OT,NORTHLAND CONCRETE,SUB,BEL BRANDS,UNION,,BURDENED,MANUFACTURING-F&B,BROOKINGS,SD,2013-07-01,TRADE,,68.19,,,,,,15.6837,19.0932,,,,10.29669,5.6631795
CEMENT MASON,2-FOREMAN,,,REG,NORTHLAND CONCRETE,SUB,BEL BRANDS,UNION,,BURDENED,MANUFACTURING-F&B,BROOKINGS,SD,2013-07-01,TRADE,,50.99,,,,,,11.7277,14.277200000000002,,,,7.699490000000001,4.2347195
CEMENT MASON,2-FOREMAN,,,2T,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,148.23,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,OT,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,116.72,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,85.2,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,137.54,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,108.6,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,79.63,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,GIL HAUGAN CONSTRUCTION-INC,,BEL BRANDS,UNKNOWN,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-12-01,TRADE,,108.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,GIL HAUGAN CONSTRUCTION-INC,,BEL BRANDS,UNKNOWN,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-12-01,TRADE,,81.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,GIL HAUGAN CONSTRUCTION-INC,,BEL BRANDS,UNKNOWN,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-12-01,TRADE,,54.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,137.54,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,108.6,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,MIRON CONSTRUCTION,,BEL BRANDS,UNION,,,MANUFACTURING-F&B,BROOKINGS,SD,2012-08-01,TRADE,,79.63,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,NORTHLAND CONCRETE,SUB,BEL BRANDS,UNION,,BURDENED,MANUFACTURING-F&B,BROOKINGS,SD,2013-07-01,TRADE,,65.19,,,,,,14.9937,18.2532,,,,9.843690000000002,5.414029500000002
CEMENT MASON,3-JOURNEY,,,REG,NORTHLAND CONCRETE,SUB,BEL BRANDS,UNION,,BURDENED,MANUFACTURING-F&B,BROOKINGS,SD,2013-07-01,TRADE,,48.99,,,,,,11.267700000000001,13.717200000000002,,,,7.397490000000001,4.0686195000000005
CEMENT MASON,3-JOURNEY,,,REG,ASHMORE,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,TRADE,,20.54,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,MORGAN,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,TRADE,,26.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,C-F-T-M,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,TRADE,,34.46,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,GRAY,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,TRADE,,,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,GRAY,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,TRADE,,27.2,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,M B KAHN,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,TRADE,,52.55,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,MORGAN,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,TRADE,,22.91,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,ROEBUCK,,BMW,OPEN SHOP,,,MANUFACTURING-AUTOMOTIVE,GREENVILLE,SC,2008-06-01,TRADE,,31.46,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,LITHKO,,FACEBOOK,UNKNOWN,,,DATA CENTER,GALLATIN,TN,2020-08-01,TRADE,,75.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,MORTENSON,GC/CM,FACEBOOK,UNION,,BURDENED,DATA CENTER,EAGLE MOUNTAIN,UT,2022-02-01,TRADE,,86.1,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,MORTENSON,GC/CM,FACEBOOK,UNION,,BURDENED,DATA CENTER,EAGLE MOUNTAIN,UT,2022-02-01,TRADE,,99.93,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,MORTENSON,GC/CM,FACEBOOK,UNION,,BURDENED,DATA CENTER,EAGLE MOUNTAIN,UT,2022-02-01,TRADE,,67.98,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,MORTENSON,GC/CM,FACEBOOK,UNION,,BURDENED,DATA CENTER,EAGLE MOUNTAIN,UT,2022-02-01,TRADE,,78.8,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,MORTENSON,GC/CM,FACEBOOK,UNION,,BURDENED,DATA CENTER,EAGLE MOUNTAIN,UT,2022-02-01,TRADE,,53.98,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,MORTENSON,GC/CM,FACEBOOK,UNION,,BURDENED,DATA CENTER,EAGLE MOUNTAIN,UT,2022-02-01,TRADE,,62.45,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,LITHKO,,FACEBOOK,UNKNOWN,,,DATA CENTER,GALLATIN,TN,2020-08-01,TRADE,,55.0,,,,,,,,,,,,
CEMENT MASON,4-APPRENTICE,,,REG,LITHKO,,FACEBOOK,UNKNOWN,,,DATA CENTER,GALLATIN,TN,2020-08-01,TRADE,,50.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,JACOBS,GC/CM,GENENTECH,UNION,,,MANUFACTURING-PHARMA,OCEANSIDE,CA,2014-10-01,TRADE,,65.56,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,2T,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,BURDENED,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,TRADE,,49.0,3.038,0.392,3.9690000000000003,3.92,,0.7105,8.68,,,,,
CEMENT MASON,2-FOREMAN,,,OT,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,BURDENED,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,TRADE,,36.75,2.2785,0.294,2.97675,2.94,,0.532875,8.68,,,,,
CEMENT MASON,2-FOREMAN,,,REG,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,BURDENED,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,TRADE,,24.5,1.519,0.196,1.9845000000000002,1.96,,0.35525,8.68,,,,,
CEMENT MASON,3-JOURNEY,,,2T,MCCORMICK CONSTRUCTION,GC/CM,GMI,UNION,,BURDENED,MANUFACTURING-F&B,FRIDLEY,MN,2013-12-01,TRADE,,75.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,MCCORMICK CONSTRUCTION,GC/CM,GMI,UNION,,BURDENED,MANUFACTURING-F&B,FRIDLEY,MN,2013-12-01,TRADE,,60.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,MCCORMICK CONSTRUCTION,GC/CM,GMI,UNION,,BURDENED,MANUFACTURING-F&B,FRIDLEY,MN,2013-12-01,TRADE,,44.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,BURDENED,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,TRADE,,45.0,2.79,0.36,3.645,3.6,,0.6525000000000001,8.68,,,,,
CEMENT MASON,3-JOURNEY,,,OT,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,BURDENED,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,TRADE,,33.75,2.0925,0.27,2.73375,2.7,,0.489375,8.68,,,,,
CEMENT MASON,3-JOURNEY,,,REG,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,BURDENED,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,TRADE,,22.5,1.395,0.18,1.8225,1.8,,0.32625000000000004,8.68,,,,,
CEMENT MASON,4-APPRENTICE,,,2T,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,BURDENED,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,TRADE,,38.26,2.37212,0.30607999999999996,3.09906,3.0608,,0.55477,8.68,,,,,
CEMENT MASON,4-APPRENTICE,,,OT,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,BURDENED,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,TRADE,,28.695,1.77909,0.22956000000000001,2.324295,2.2956,,0.41607750000000004,8.68,,,,,
CEMENT MASON,4-APPRENTICE,,,REG,JM WILKERSON CONST,GC/CM,GMI,UNKNOWN,,BURDENED,MANUFACTURING-F&B,COVINGTON,GA,2016-02-01,TRADE,,19.13,1.18606,0.15303999999999998,1.54953,1.5304,,0.277385,8.68,,,,,
CEMENT MASON,2-FOREMAN,,,2T,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,133.69,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,OT,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,108.76,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,83.84,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,120.42,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,106.48,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,98.73,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,87.52,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,77.03,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,68.55,,,,,,,,,,,,
CEMENT MASON,4-APPRENTICE,,,2T,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,71.24,,,,,,,,,,,,
CEMENT MASON,4-APPRENTICE,,,OT,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,55.98,,,,,,,,,,,,
CEMENT MASON,4-APPRENTICE,,,REG,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,40.72,,,,,,,,,,,,
CEMENT MASON,4-APPRENTICE,,,2T,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,107.04,,,,,,,,,,,,
CEMENT MASON,4-APPRENTICE,,,OT,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,88.6,,,,,,,,,,,,
CEMENT MASON,4-APPRENTICE,,,REG,BAY AREA CONCRETE,SUB,GOOGLE,UNION,,,OFFICE-COMMERCIAL,LIVERMORE,CA,2019-02-28,TRADE,,70.16,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,MARGUERITE,,GREENCORE,UNION,,BURDENED,MANUFACTURING-F&B,RHODE ISLAND,RI,2015-05-01,TRADE,,63.99,4.8952350000000004,0.51192,8.120331,6.032,2.36526237,,24.65,,,,,
CEMENT MASON,3-JOURNEY,,,OT,MARGUERITE,,GREENCORE,UNION,,BURDENED,MANUFACTURING-F&B,RHODE ISLAND,RI,2015-05-01,TRADE,,47.99,3.6712350000000002,0.38392000000000004,6.089931000000001,6.032,1.7738543699999998,,24.65,,,,,
CEMENT MASON,3-JOURNEY,,,REG,MARGUERITE,,GREENCORE,UNION,,BURDENED,MANUFACTURING-F&B,RHODE ISLAND,RI,2015-05-01,TRADE,,32.0,2.448,0.256,4.0607999999999995,6.032,1.1828159999999999,,24.65,,,,,
CEMENT MASON,2-FOREMAN,,,OT,J.F. ELLIS CORPORATION,SUB,IRON MOUNTAIN,UNKNOWN,,,DATA CENTER,PHOENIX,AZ,2021-01-04,TRADE,,69.0,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,J.F. ELLIS CORPORATION,SUB,IRON MOUNTAIN,UNKNOWN,,,DATA CENTER,PHOENIX,AZ,2021-01-04,TRADE,,46.0,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,SUNTEC CONCRETE-INC.,SUB,IRON MOUNTAIN,UNION,,BURDENED,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,63.0,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,CORESLAB STRUCTURES (ARIZ)-INC.,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,122.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,J.F. ELLIS CORPORATION,SUB,IRON MOUNTAIN,UNKNOWN,,,DATA CENTER,PHOENIX,AZ,2021-01-04,TRADE,,57.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,J.F. ELLIS CORPORATION,SUB,IRON MOUNTAIN,UNKNOWN,,,DATA CENTER,PHOENIX,AZ,2021-01-04,TRADE,,38.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,CORESLAB STRUCTURES (ARIZ)-INC.,SUB,IRON MOUNTAIN,UNION,,,DATA CENTER,PHOENIX,AZ,2021-04-01,TRADE,,112.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,CORESLAB STRUCTURES (ARIZ)-INC.,SUB,IRON MOUNTAIN,UNKNOWN,,BURDENED,DATA CENTER,PHOENIX,AZ,2021-06-30,TRADE,,122.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,REG,CORESLAB STRUCTURES (ARIZ)-INC.,SUB,IRON MOUNTAIN,UNKNOWN,,BURDENED,DATA CENTER,PHOENIX,AZ,2021-06-30,TRADE,,112.0,,,,,,,,,,,,
CEMENT MASON,,,,REG,MCCARTHY BUILDING COMPANIES,GC/CM,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-01,TRADE,,110.69,,,,,,,,,,,,
CEMENT MASON,,,,REG,E&S MASONRY,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-01,TRADE,,123.21,,,,,,,,,,,,
CEMENT MASON,,,,REG,CASEY-FOGLI CONCRETE CONTRACTORS-INC.,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-01,TRADE,,176.25,,,,,,,,,,,,
CEMENT MASON,,,,OT,MCCARTHY BUILDING COMPANIES,GC/CM,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-01,TRADE,,116.14,,,,,,,,,,,,
CEMENT MASON,,,,OT,E&S MASONRY,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-01,TRADE,,165.56,,,,,,,,,,,,
CEMENT MASON,,,,OT,CASEY-FOGLI CONCRETE CONTRACTORS-INC.,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-07-01,TRADE,,232.5,,,,,,,,,,,,
CEMENT MASON,,,,REG,JOSEPH J ALBANESE-INC.,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,SANTA CLARA,CA,2024-01-01,TRADE,,95.7,,,,,,,,,,,,
CEMENT MASON,,,,REG,JOSEPH J ALBANESE-INC.,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,SANTA CLARA,CA,2025-01-01,TRADE,,99.7,,,,,,,,,,,,
CEMENT MASON,,,,REG,E & S MASONRY,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2024-05-01,TRADE,,109.7,,,,,,,,,,,,
CEMENT MASON,,,,OT,JOSEPH J ALBANESE-INC.,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,SANTA CLARA,CA,2024-01-01,TRADE,,127.5,,,,,,,,,,,,
CEMENT MASON,,,,OT,JOSEPH J ALBANESE-INC.,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,SANTA CLARA,CA,2025-01-01,TRADE,,159.1,,,,,,,,,,,,
CEMENT MASON,,,,OT,E & S MASONRY,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2024-05-01,TRADE,,163.61,,,,,,,,,,,,
CEMENT MASON,,,,REG,BRADLEY,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-01-01,TRADE,,124.27,,,,,,,,,,,,
CEMENT MASON,,,,OT,BRADLEY,SUB,LAM RESEARCH CORPORATION,UNION,,BURDENED,SEMICONDUCTOR,FREMONT,CA,2023-01-01,TRADE,,153.22,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,2T,GORDON PRILL-INC,,LAM RESEARCH PROJECT,UNKNOWN,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-16,TRADE,,173.0,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,OT,GORDON PRILL-INC,,LAM RESEARCH PROJECT,UNKNOWN,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-16,TRADE,,134.0,,,,,,,,,,,,
CEMENT MASON,2-FOREMAN,,,REG,GORDON PRILL-INC,,LAM RESEARCH PROJECT,UNKNOWN,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-16,TRADE,,102.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,2T,GORDON PRILL-INC,,LAM RESEARCH PROJECT,UNKNOWN,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-16,TRADE,,143.0,,,,,,,,,,,,
CEMENT MASON,3-JOURNEY,,,OT,GORDON PRILL-INC,,LAM RESEARCH PROJECT,UNKNOWN,,,LAB/RESEARCH,SUNNYVALE,CA,2019-03-16,TRADE,,124.0,,,,,,,,,,,,
